Int_no,Intersection,idDemande,Date,Heure,ND,NTD,NG,ED,ETD,EG,SD,STD,SG,OD,OTD,OG,Piet_N,Piet_E,Piet_S,Piet_O,Cy_N,Cy_E,Cy_S,Cy_O,Lat,Lon,Temps
vancouver/186630,QUEBEC AND TERMINAL,186630,Thursday November 08 2007,15:30-17:30,,1268,993,838,,846,251,949,,,,,383,165,,35,4,15,10,,49.2730159952323,-123.101728091713,RAIN 
vancouver/186630,QUEBEC AND TERMINAL,186630,Thursday November 08 2007,15:50-16:50,,690,591,456,,432,139,505,,,,,216,97,,21,4,9,6,,49.2730159952323,-123.101728091713,RAIN 
vancouver/186630,QUEBEC AND TERMINAL,186630,Tuesday August 13 1996,07:00-09:00,,390,630,719,,1064,385,883,,,,,193,136,1,68,30,36,85,30,49.2730159952323,-123.101728091713,CLEAR 
vancouver/186630,QUEBEC AND TERMINAL,186630,Tuesday August 13 1996,07:45-08:45,,226,357,371,,600,237,532,,,,,115,87,0,30,17,16,49,26,49.2730159952323,-123.101728091713,CLEAR 
vancouver/186630,QUEBEC AND TERMINAL,186630,Tuesday August 13 1996,15:30-17:30,,1199,985,883,,1008,712,1047,,,,,701,306,5,78,105,66,52,55,49.2730159952323,-123.101728091713,CLEAR 
vancouver/186630,QUEBEC AND TERMINAL,186630,Tuesday August 13 1996,16:25-17:25,,640,543,459,,519,359,520,,,,,340,177,3,43,50,30,36,29,49.2730159952323,-123.101728091713,CLEAR 
vancouver/186630,QUEBEC AND TERMINAL,186630,Wednesday August 03 2005,07:00-09:00,,546,811,643,,1057,318,764,,,,,285,149,,42,12,23,57,9,49.2730159952323,-123.101728091713,CLEAR 
vancouver/186630,QUEBEC AND TERMINAL,186630,Wednesday August 03 2005,07:55-08:55,,342,427,348,,539,189,475,,,,,178,89,,22,0,12,29,7,49.2730159952323,-123.101728091713,CLEAR 
vancouver/186630,QUEBEC AND TERMINAL,186630,Wednesday August 03 2005,15:30-17:30,,1242,1066,816,,1042,589,927,,,,,700,227,,93,71,37,24,11,49.2730159952323,-123.101728091713,CLEAR 
vancouver/186630,QUEBEC AND TERMINAL,186630,Wednesday August 03 2005,16:25-17:25,,669,504,434,,522,312,487,,,,,358,100,,58,43,22,13,6,49.2730159952323,-123.101728091713,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Monday July 23 2001,07:00-09:00,460,1192,58,57,15,3,43,1370,75,88,11,151,2,222,9,82,20,4,83,9,49.2701519642719,-123.102570024261,cloudy 
vancouver/186638,QUEBEC AND 01ST,186638,Monday July 23 2001,07:55-08:55,285,642,33,31,11,0,22,785,48,50,4,70,0,105,6,44,13,3,52,7,49.2701519642719,-123.102570024261,cloudy 
vancouver/186638,QUEBEC AND 01ST,186638,Monday July 23 2001,15:30-17:30,915,1591,187,77,31,8,64,1532,57,175,35,206,9,209,30,92,56,7,44,21,49.2701519642719,-123.102570024261,cloudy 
vancouver/186638,QUEBEC AND 01ST,186638,Monday July 23 2001,16:25-17:25,564,826,107,32,15,3,27,809,28,75,16,94,4,116,24,39,36,5,25,12,49.2701519642719,-123.102570024261,cloudy 
vancouver/186638,QUEBEC AND 01ST,186638,Monday October 30 1995,07:00-09:00,321,1345,38,41,25,8,32,1344,75,86,19,194,9,92,13,61,21,4,38,12,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Monday October 30 1995,07:45-08:45,184,743,23,26,15,5,20,786,34,44,7,103,3,44,5,30,13,4,26,6,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Monday October 30 1995,15:30-17:30,763,1575,144,52,32,25,36,1575,33,164,32,250,8,115,7,47,56,6,27,18,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Monday October 30 1995,16:25-17:25,433,846,88,33,15,12,18,798,20,90,17,118,7,57,2,30,38,5,12,10,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Thursday June 11 1998,07:00-09:00,902,0,47,15,11,10,1029,0,85,19,198,15,23,7,70,9,364,30,54,73,49.2701519642719,-123.102570024261,RAIN 
vancouver/186638,QUEBEC AND 01ST,186638,Thursday June 11 1998,07:50-08:50,502,0,32,9,7,5,597,0,52,13,106,8,12,5,42,4,213,15,22,34,49.2701519642719,-123.102570024261,RAIN 
vancouver/186638,QUEBEC AND 01ST,186638,Thursday June 11 1998,15:30-17:30,1094,0,167,39,13,10,1023,0,75,49,250,10,61,10,28,19,712,35,44,158,49.2701519642719,-123.102570024261,RAIN 
vancouver/186638,QUEBEC AND 01ST,186638,Thursday June 11 1998,16:25-17:25,559,0,97,20,7,7,560,0,41,26,138,6,37,4,17,9,408,10,14,80,49.2701519642719,-123.102570024261,RAIN 
vancouver/186638,QUEBEC AND 01ST,186638,Thursday March 24 2011,07:00-09:00,155,1112,36,38,42,16,29,867,15,26,28,118,24,96,25,55,28,81,51,28,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Thursday March 24 2011,07:55-08:55,93,659,24,15,25,13,14,544,10,16,15,71,13,70,17,30,15,49,28,15,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Thursday March 24 2011,16:00-18:00,365,1429,93,31,65,30,52,991,48,67,68,213,78,133,42,110,107,64,42,56,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Thursday March 24 2011,16:50-17:50,228,742,45,20,41,17,26,529,33,36,35,117,40,95,31,62,69,38,28,30,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Wednesday July 27 2005,07:00-09:00,360,1166,63,29,16,5,37,955,49,53,14,104,1,48,12,41,24,3,62,5,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Wednesday July 27 2005,07:55-08:55,214,611,44,20,13,1,23,597,34,39,7,65,0,20,6,18,13,3,43,3,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Wednesday July 27 2005,15:30-17:30,594,1829,157,25,9,1,52,1357,68,142,22,209,9,47,14,72,72,10,39,17,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186638,QUEBEC AND 01ST,186638,Wednesday July 27 2005,16:20-17:20,312,937,93,17,5,0,26,684,43,79,12,116,2,23,7,27,42,9,21,8,49.2701519642719,-123.102570024261,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Friday May 26 2000,07:00-09:00,500,443,166,318,1701,,56,689,112,24,2178,485,6,43,9,63,7,19,31,4,49.2692043837104,-123.102701187375,RAIN 
vancouver/186640,QUEBEC AND 02ND,186640,Friday May 26 2000,07:55-08:55,290,255,90,164,985,,34,402,57,17,1284,304,3,29,4,39,3,14,20,3,49.2692043837104,-123.102701187375,RAIN 
vancouver/186640,QUEBEC AND 02ND,186640,Friday May 26 2000,15:30-17:30,398,774,207,210,1601,,162,668,141,69,3638,603,6,69,21,12,18,12,11,1,49.2692043837104,-123.102701187375,RAIN 
vancouver/186640,QUEBEC AND 02ND,186640,Friday May 26 2000,16:25-17:25,178,468,106,97,807,,92,344,75,33,1924,302,0,25,13,5,11,3,4,0,49.2692043837104,-123.102701187375,RAIN 
vancouver/186640,QUEBEC AND 02ND,186640,Thursday July 28 2005,07:00-09:00,459,389,88,104,1857,,38,489,95,27,1977,367,10,68,12,45,12,13,36,,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Thursday July 28 2005,07:55-08:55,220,202,56,65,1033,,26,322,50,20,1155,235,6,34,11,28,7,6,26,,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Thursday July 28 2005,15:30-17:30,482,701,361,199,1829,,138,503,125,26,3242,722,72,90,18,73,44,20,25,1,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Thursday July 28 2005,15:50-16:50,248,374,202,114,892,,67,270,76,19,1612,361,43,47,7,45,26,9,15,1,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday December 14 2004,07:00-09:00,540,369,151,232,1841,1,49,550,114,36,2138,437,42,47,22,58,1,15,21,1,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday December 14 2004,07:55-08:55,268,206,101,132,995,0,26,373,69,18,1234,271,22,29,15,44,1,11,14,1,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday December 14 2004,15:30-17:30,453,756,340,231,1523,,167,503,149,44,3253,666,28,60,25,40,30,6,14,4,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday December 14 2004,16:25-17:25,229,412,188,122,780,,74,266,83,29,1866,329,17,29,16,25,15,5,5,3,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday June 03 1997,07:00-09:00,775,421,125,302,1931,1,36,621,148,34,2181,554,53,53,28,49,13,18,48,8,49.2692043837104,-123.102701187375,CLOUDY 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday June 03 1997,07:50-08:50,454,219,70,170,1023,1,26,382,85,17,1265,343,32,30,13,34,4,9,24,4,49.2692043837104,-123.102701187375,CLOUDY 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday June 03 1997,15:30-17:30,598,730,340,195,1573,,146,564,149,55,3195,692,44,90,31,43,38,21,8,8,49.2692043837104,-123.102701187375,CLOUDY 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday June 03 1997,16:25-17:25,292,383,187,96,807,,80,317,78,22,1741,373,17,36,17,25,27,10,3,7,49.2692043837104,-123.102701187375,CLOUDY 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday June 20 1995,07:00-09:00,765,406,128,274,1861,,42,553,156,33,1897,536,59,58,61,84,22,29,30,15,49.2692043837104,-123.102701187375,RAIN 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday June 20 1995,07:40-08:40,450,236,77,143,1048,,15,322,91,14,1088,323,23,21,31,36,14,19,20,9,49.2692043837104,-123.102701187375,RAIN 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday June 20 1995,15:30-17:30,559,793,350,210,1664,,191,696,204,71,3053,771,51,112,70,73,54,19,21,13,49.2692043837104,-123.102701187375,RAIN 
vancouver/186640,QUEBEC AND 02ND,186640,Tuesday June 20 1995,16:25-17:25,276,410,179,117,860,,101,370,113,32,1625,399,30,64,35,39,38,11,9,4,49.2692043837104,-123.102701187375,RAIN 
vancouver/186640,QUEBEC AND 02ND,186640,Wednesday April 15 2009,07:00-09:00,609,453,174,244,1374,,52,640,105,51,1454,278,96,67,83,92,19,52,77,9,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Wednesday April 15 2009,07:50-08:50,301,270,99,130,670,,34,374,52,33,848,157,64,38,52,52,14,26,47,6,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Wednesday April 15 2009,16:00-18:00,538,642,301,318,1142,3,211,986,129,81,2534,570,33,52,70,25,58,8,30,22,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186640,QUEBEC AND 02ND,186640,Wednesday April 15 2009,16:50-17:50,257,337,166,166,617,1,102,516,63,44,1311,288,21,33,34,12,32,5,15,13,49.2692043837104,-123.102701187375,CLEAR 
vancouver/186644,QUEBEC AND 05TH,186644,Friday July 21 1995,07:00-09:00,58,260,34,78,87,36,31,618,70,26,102,40,90,39,41,15,6,15,22,3,49.2664465585129,-123.102816331643,CLOUDY 
vancouver/186644,QUEBEC AND 05TH,186644,Friday July 21 1995,07:50-08:50,28,145,21,37,43,19,15,371,32,17,62,21,39,15,20,10,4,7,12,3,49.2664465585129,-123.102816331643,CLOUDY 
vancouver/186644,QUEBEC AND 05TH,186644,Friday July 21 1995,15:30-17:30,54,763,110,83,78,35,61,640,40,119,241,98,52,36,34,20,34,15,11,5,49.2664465585129,-123.102816331643,CLOUDY 
vancouver/186644,QUEBEC AND 05TH,186644,Friday July 21 1995,15:55-16:55,30,365,60,43,45,16,30,343,23,61,139,57,34,23,17,11,16,12,6,4,49.2664465585129,-123.102816331643,CLOUDY 
vancouver/186644,QUEBEC AND 05TH,186644,Monday August 23 1999,07:00-09:00,24,189,24,79,95,26,35,605,35,31,90,30,72,27,26,24,,47,20,10,49.2664465585129,-123.102816331643,SUNNY 
vancouver/186644,QUEBEC AND 05TH,186644,Monday August 23 1999,07:55-08:55,14,123,13,45,60,12,14,374,11,22,60,25,45,8,13,15,,34,14,6,49.2664465585129,-123.102816331643,SUNNY 
vancouver/186644,QUEBEC AND 05TH,186644,Monday August 23 1999,15:30-17:30,44,604,79,67,90,31,42,452,31,121,247,92,57,30,40,46,37,18,10,23,49.2664465585129,-123.102816331643,SUNNY 
vancouver/186644,QUEBEC AND 05TH,186644,Monday August 23 1999,16:25-17:25,17,309,32,33,43,13,20,230,11,57,123,51,36,10,14,13,16,8,7,15,49.2664465585129,-123.102816331643,SUNNY 
vancouver/186646,QUEBEC AND 07TH,186646,Friday September 11 1998,07:00-09:00,56,125,82,282,622,31,21,401,83,19,183,24,30,43,23,38,9,7,33,6,49.2646384977725,-123.102891958793,CLOUDY 
vancouver/186646,QUEBEC AND 07TH,186646,Friday September 11 1998,07:55-08:55,40,68,42,154,350,20,12,223,51,11,107,18,17,25,8,24,6,6,22,5,49.2646384977725,-123.102891958793,CLOUDY 
vancouver/186646,QUEBEC AND 07TH,186646,Friday September 11 1998,15:30-17:30,73,392,319,173,465,59,44,350,57,39,534,61,30,50,35,58,29,10,14,9,49.2646384977725,-123.102891958793,CLOUDY 
vancouver/186646,QUEBEC AND 07TH,186646,Friday September 11 1998,16:15-17:15,32,214,151,86,240,29,22,188,33,21,272,27,10,30,10,22,9,4,7,4,49.2646384977725,-123.102891958793,CLOUDY 
vancouver/186646,QUEBEC AND 07TH,186646,Wednesday August 07 1996,07:00-09:00,52,154,67,244,695,33,17,353,91,9,192,45,15,24,22,21,5,10,38,3,49.2646384977725,-123.102891958793,CLEAR 
vancouver/186646,QUEBEC AND 07TH,186646,Wednesday August 07 1996,07:50-08:50,33,90,45,136,407,23,12,226,53,8,120,29,6,14,14,16,3,7,27,1,49.2646384977725,-123.102891958793,CLEAR 
vancouver/186646,QUEBEC AND 07TH,186646,Wednesday August 07 1996,15:30-17:30,69,351,384,161,450,69,69,298,54,46,575,59,19,39,38,56,58,7,10,11,49.2646384977725,-123.102891958793,CLEAR 
vancouver/186646,QUEBEC AND 07TH,186646,Wednesday August 07 1996,16:25-17:25,22,171,218,93,235,31,39,156,20,16,319,27,9,14,16,12,35,4,5,5,49.2646384977725,-123.102891958793,CLEAR 
vancouver/186650,QUEBEC AND BROADWAY,186650,Friday July 28 2000,07:00-09:00,89,1,47,171,2315,,17,36,45,,919,48,58,30,1,17,,9,9,4,49.2629601199603,-123.102960784439,RAIN 
vancouver/186650,QUEBEC AND BROADWAY,186650,Friday July 28 2000,07:55-08:55,63,1,29,97,1317,,9,26,20,,511,24,33,12,0,11,,4,7,1,49.2629601199603,-123.102960784439,RAIN 
vancouver/186650,QUEBEC AND BROADWAY,186650,Friday July 28 2000,15:30-17:30,247,4,206,194,1870,,75,55,30,2,2427,64,74,58,57,39,18,15,3,13,49.2629601199603,-123.102960784439,RAIN 
vancouver/186650,QUEBEC AND BROADWAY,186650,Friday July 28 2000,16:25-17:25,125,2,117,94,957,,43,31,17,1,1238,28,48,30,35,23,15,3,0,4,49.2629601199603,-123.102960784439,RAIN 
vancouver/186650,QUEBEC AND BROADWAY,186650,Monday August 17 1998,07:00-09:00,122,,40,180,2291,,22,39,56,,958,67,99,43,13,21,2,16,8,2,49.2629601199603,-123.102960784439,RAIN 
vancouver/186650,QUEBEC AND BROADWAY,186650,Monday August 17 1998,07:55-08:55,83,,27,99,1283,,11,26,41,,519,42,60,23,9,12,1,11,6,1,49.2629601199603,-123.102960784439,RAIN 
vancouver/186650,QUEBEC AND BROADWAY,186650,Monday August 17 1998,15:30-17:30,302,,243,159,2021,,58,38,43,5,2554,62,113,54,79,48,23,16,5,16,49.2629601199603,-123.102960784439,RAIN 
vancouver/186650,QUEBEC AND BROADWAY,186650,Monday August 17 1998,16:25-17:25,151,,128,66,1036,,15,17,16,2,1366,26,51,25,34,27,11,6,3,7,49.2629601199603,-123.102960784439,RAIN 
vancouver/186650,QUEBEC AND BROADWAY,186650,Monday November 04 1996,07:00-09:00,97,,19,225,2909,2,52,59,52,1,1169,78,81,59,48,23,2,42,22,14,49.2629601199603,-123.102960784439,CLOUDY 
vancouver/186650,QUEBEC AND BROADWAY,186650,Monday November 04 1996,07:55-08:55,42,,13,124,1619,2,38,31,38,1,657,47,54,29,30,19,2,22,13,7,49.2629601199603,-123.102960784439,CLOUDY 
vancouver/186650,QUEBEC AND BROADWAY,186650,Monday November 04 1996,15:30-17:30,285,,142,179,2099,3,113,37,50,7,2641,69,174,75,173,52,28,26,13,39,49.2629601199603,-123.102960784439,CLOUDY 
vancouver/186650,QUEBEC AND BROADWAY,186650,Monday November 04 1996,16:25-17:25,151,,83,67,1060,1,43,10,22,5,1394,22,71,39,99,27,15,12,6,27,49.2629601199603,-123.102960784439,CLOUDY 
vancouver/186650,QUEBEC AND BROADWAY,186650,Wednesday April 19 2006,07:00-09:00,52,,29,134,2518,,11,41,48,,1019,53,177,82,67,62,,5,17,10,49.2629601199603,-123.102960784439,CLEAR 
vancouver/186650,QUEBEC AND BROADWAY,186650,Wednesday April 19 2006,07:55-08:55,37,,22,80,1429,,7,25,37,,623,20,131,50,45,55,,3,4,6,49.2629601199603,-123.102960784439,CLEAR 
vancouver/186650,QUEBEC AND BROADWAY,186650,Wednesday April 19 2006,15:30-17:30,271,1,247,127,1769,,31,57,23,,2164,64,203,102,190,84,9,9,9,15,49.2629601199603,-123.102960784439,CLEAR 
vancouver/186650,QUEBEC AND BROADWAY,186650,Wednesday April 19 2006,16:25-17:25,159,0,132,55,1003,,13,29,9,,1133,37,107,54,93,41,5,5,5,6,49.2629601199603,-123.102960784439,CLEAR 
vancouver/190579,MAIN AND ALEXANDER,190579,Monday June 07 2004,07:00-09:00,20,122,11,70,55,32,198,471,31,23,68,20,77,57,57,35,9,26,12,16,49.2840935188567,-123.099526789677,CLOUDY 
vancouver/190579,MAIN AND ALEXANDER,190579,Monday June 07 2004,07:40-08:40,13,68,7,45,29,15,120,255,21,12,40,13,43,18,31,22,8,19,8,6,49.2840935188567,-123.099526789677,CLOUDY 
vancouver/190579,MAIN AND ALEXANDER,190579,Monday June 07 2004,15:30-17:30,44,389,73,25,129,96,108,117,34,49,82,13,127,69,140,84,24,31,9,16,49.2840935188567,-123.099526789677,CLOUDY 
vancouver/190579,MAIN AND ALEXANDER,190579,Monday June 07 2004,15:55-16:55,28,226,45,15,57,60,52,65,13,24,41,4,74,39,67,52,12,13,5,6,49.2840935188567,-123.099526789677,CLOUDY 
vancouver/190579,MAIN AND ALEXANDER,190579,Monday June 24 1996,07:00-09:00,8,94,19,37,42,29,188,466,50,47,66,7,30,28,66,51,6,13,1,11,49.2840935188567,-123.099526789677,RAIN 
vancouver/190579,MAIN AND ALEXANDER,190579,Monday June 24 1996,07:45-08:45,5,68,11,20,33,16,110,253,32,34,40,5,20,19,30,34,4,9,0,7,49.2840935188567,-123.099526789677,RAIN 
vancouver/190579,MAIN AND ALEXANDER,190579,Monday June 24 1996,15:30-17:30,21,388,48,42,113,79,114,197,45,96,69,13,77,86,192,141,9,26,6,18,49.2840935188567,-123.099526789677,RAIN 
vancouver/190579,MAIN AND ALEXANDER,190579,Monday June 24 1996,16:00-17:00,14,183,24,24,57,44,58,105,24,52,38,6,37,45,92,67,5,15,4,11,49.2840935188567,-123.099526789677,RAIN 
vancouver/190579,MAIN AND ALEXANDER,190579,Wednesday August 14 2002,07:00-09:00,11,161,42,139,40,36,151,603,26,28,54,15,104,135,66,47,21,29,14,11,49.2840935188567,-123.099526789677,CLEAR 
vancouver/190579,MAIN AND ALEXANDER,190579,Wednesday August 14 2002,07:10-08:10,4,85,17,67,10,24,75,335,9,14,23,5,54,77,32,25,6,16,4,6,49.2840935188567,-123.099526789677,CLEAR 
vancouver/190579,MAIN AND ALEXANDER,190579,Wednesday August 14 2002,15:30-17:30,38,762,222,70,106,99,111,177,21,66,69,14,109,80,174,79,34,25,11,25,49.2840935188567,-123.099526789677,CLEAR 
vancouver/190579,MAIN AND ALEXANDER,190579,Wednesday August 14 2002,16:15-17:15,24,449,123,41,55,55,60,82,12,42,36,6,59,40,91,50,10,13,5,16,49.2840935188567,-123.099526789677,CLEAR 
vancouver/190580,MAIN AND POWELL,190580,Friday June 06 1997,07:00-09:00,17,154,,301,2309,299,,406,168,,,,166,,,182,3,,,1,49.2831894514361,-123.099567130853,CLEAR 
vancouver/190580,MAIN AND POWELL,190580,Friday June 06 1997,07:35-08:35,9,79,,172,1282,149,,211,91,,,,93,,,98,0,,,0,49.2831894514361,-123.099567130853,CLEAR 
vancouver/190580,MAIN AND POWELL,190580,Friday June 06 1997,15:30-17:30,48,568,,109,1404,334,,220,166,,,,210,,,326,7,,,3,49.2831894514361,-123.099567130853,CLEAR 
vancouver/190580,MAIN AND POWELL,190580,Friday June 06 1997,16:20-17:20,22,339,,68,720,183,,119,82,,,,87,,,177,3,,,3,49.2831894514361,-123.099567130853,CLEAR 
vancouver/190580,MAIN AND POWELL,190580,Monday August 11 2003,07:00-09:00,13,185,,317,2235,226,,487,194,,0,,133,155,167,162,4,11,18,3,49.2831894514361,-123.099567130853,RAIN 
vancouver/190580,MAIN AND POWELL,190580,Monday August 11 2003,07:40-08:40,6,100,,172,1254,118,,253,99,,0,,72,83,79,92,2,10,9,0,49.2831894514361,-123.099567130853,RAIN 
vancouver/190580,MAIN AND POWELL,190580,Monday August 11 2003,15:30-17:30,29,655,,97,1164,285,,189,211,,0,,146,224,305,318,22,47,10,3,49.2831894514361,-123.099567130853,RAIN 
vancouver/190580,MAIN AND POWELL,190580,Monday August 11 2003,16:15-17:15,16,362,,55,610,165,,90,125,,0,,65,121,166,173,15,25,7,3,49.2831894514361,-123.099567130853,RAIN 
vancouver/190580,MAIN AND POWELL,190580,Thursday August 17 2000,07:00-09:00,11,204,,353,2381,222,,398,137,,0,,74,116,158,157,4,41,9,,49.2831894514361,-123.099567130853,CLEAR 
vancouver/190580,MAIN AND POWELL,190580,Thursday August 17 2000,07:55-08:55,7,98,,192,1341,127,,182,88,,0,,44,61,111,79,2,24,6,,49.2831894514361,-123.099567130853,CLEAR 
vancouver/190580,MAIN AND POWELL,190580,Thursday August 17 2000,15:30-17:30,45,715,,161,1418,326,,246,146,,0,,141,288,243,254,19,30,7,10,49.2831894514361,-123.099567130853,CLEAR 
vancouver/190580,MAIN AND POWELL,190580,Thursday August 17 2000,16:20-17:20,27,431,,74,814,180,,109,78,,0,,71,125,122,127,13,21,2,6,49.2831894514361,-123.099567130853,CLEAR 
vancouver/190580,MAIN AND POWELL,190580,Tuesday November 23 2004,07:00-09:00,12,131,,228,2276,259,,349,140,,0,,104,164,112,163,7,16,10,1,49.2831894514361,-123.099567130853,CLOUDY 
vancouver/190580,MAIN AND POWELL,190580,Tuesday November 23 2004,07:50-08:50,7,78,,128,1231,135,,216,82,,0,,64,119,77,92,7,10,5,1,49.2831894514361,-123.099567130853,CLOUDY 
vancouver/190580,MAIN AND POWELL,190580,Tuesday November 23 2004,15:30-17:30,39,508,,60,1199,302,,180,158,,0,,113,152,236,285,7,15,16,6,49.2831894514361,-123.099567130853,CLOUDY 
vancouver/190580,MAIN AND POWELL,190580,Tuesday November 23 2004,16:05-17:05,14,267,,32,618,166,,94,77,,0,,45,69,115,128,1,8,5,4,49.2831894514361,-123.099567130853,CLOUDY 
vancouver/190580,MAIN AND POWELL,190580,Tuesday October 17 1995,07:00-09:00,40,195,,274,2413,276,,330,163,,,,162,137,97,204,1,16,8,1,49.2831894514361,-123.099567130853,RAIN 
vancouver/190580,MAIN AND POWELL,190580,Tuesday October 17 1995,07:55-08:55,24,114,,153,1363,144,,156,99,,,,109,100,70,133,1,11,7,0,49.2831894514361,-123.099567130853,RAIN 
vancouver/190580,MAIN AND POWELL,190580,Tuesday October 17 1995,15:30-17:30,77,615,,106,1386,392,,164,185,,,,304,274,373,375,9,19,6,7,49.2831894514361,-123.099567130853,RAIN 
vancouver/190580,MAIN AND POWELL,190580,Tuesday October 17 1995,16:05-17:05,39,313,,60,737,204,,93,92,,,,152,151,185,196,2,7,2,3,49.2831894514361,-123.099567130853,RAIN 
vancouver/190589,MAIN AND CORDOVA,190589,Friday June 02 2000,07:00-09:00,,290,94,,0,,194,471,,102,966,103,226,160,178,361,7,4,10,10,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190589,MAIN AND CORDOVA,190589,Friday June 02 2000,07:55-08:55,,153,51,,0,,114,263,,66,560,60,157,102,90,233,5,1,6,4,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190589,MAIN AND CORDOVA,190589,Friday June 02 2000,15:30-17:30,,,,,,,337,304,,247,2566,83,,,,912,,,25,34,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190589,MAIN AND CORDOVA,190589,Friday June 02 2000,16:15-17:15,,,,,,,187,167,,140,1329,33,,,,423,,,11,21,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190589,MAIN AND CORDOVA,190589,Thursday November 20 2003,07:00-09:00,,242,70,,0,,193,432,,115,830,121,280,348,219,359,3,,19,10,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190589,MAIN AND CORDOVA,190589,Thursday November 20 2003,07:55-08:55,,140,38,,0,,121,258,,63,486,71,172,216,134,211,2,,12,5,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190589,MAIN AND CORDOVA,190589,Thursday November 20 2003,15:30-17:30,,475,341,,0,,275,282,,160,1923,115,358,336,272,440,15,,10,14,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190589,MAIN AND CORDOVA,190589,Thursday November 20 2003,16:05-17:05,,281,219,,0,,154,131,,83,1036,65,164,171,162,229,8,,4,9,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190589,MAIN AND CORDOVA,190589,Tuesday June 25 1996,07:00-09:00,,248,80,,0,,203,542,,110,948,95,211,296,188,328,10,,19,14,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190589,MAIN AND CORDOVA,190589,Tuesday June 25 1996,07:40-08:40,,125,35,,0,,115,301,,64,551,52,120,162,96,188,4,,8,10,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190589,MAIN AND CORDOVA,190589,Tuesday June 25 1996,15:30-17:30,,529,270,,0,,263,317,,310,2196,69,355,441,454,853,23,5,35,36,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190589,MAIN AND CORDOVA,190589,Tuesday June 25 1996,16:25-17:25,,293,151,,0,,124,155,,167,1206,26,159,209,210,436,13,1,24,20,49.2822849414713,-123.09960646342,CLOUDY 
vancouver/190590,MAIN AND HASTINGS,190590,Friday October 11 1996,07:00-09:00,40,382,,213,1802,328,141,433,124,77,543,20,373,392,361,548,8,9,16,8,49.2813356595642,-123.099648798315,CLOUDY 
vancouver/190590,MAIN AND HASTINGS,190590,Friday October 11 1996,07:45-08:45,23,204,,120,974,172,73,257,61,50,314,8,217,216,210,310,3,4,9,3,49.2813356595642,-123.099648798315,CLOUDY 
